NeuronA,NeuronB,Relatedness
AVM,SIBVL,18.0
AVM,SIBVR,16.0
AVM,SMBDL,21.0
AVM,SMBDR,21.0
AVM,SMBVL,20.0
AVM,SMBVR,20.0
AVM,SMDDL,18.0
AVM,SMDDR,16.0
AVM,SMDVL,20.0
AVM,SMDVR,20.0
AVM,URADL,18.0
AVM,URADR,20.0
AVM,URAVL,18.0
AVM,URAVR,16.0
AVM,URBL,18.0
AVM,URBR,14.0
AVM,URXL,19.0
AVM,URXR,21.0
AVM,URYDL,20.0
AVM,URYDR,20.0
AVM,URYVL,18.0
AVM,URYVR,16.0
AVM,VA01,11.0
AVM,VA02,21.0
AVM,VA03,15.0
AVM,VA04,21.0
AVM,VA05,15.0
AVM,VA06,21.0
AVM,VA07,15.0
AVM,VA08,21.0
AVM,VA09,9.0
AVM,VA10,21.0
AVM,VA11,21.0
AVM,VA12,11.0
AVM,VB01,13.0
AVM,VB02,12.0
AVM,VB03,21.0
AVM,VB04,15.0
AVM,VB05,21.0
AVM,VB06,15.0
AVM,VB07,21.0
AVM,VB08,15.0
AVM,VB09,21.0
AVM,VB10,9.0
AVM,VB11,21.0
AVM,VC01,14.0
AVM,VC02,20.0
AVM,VC03,14.0
AVM,VC04,20.0
AVM,VC05,14.0
AVM,VD01,11.0
AVM,VD02,12.0
AVM,VD03,20.0
AVM,VD04,14.0
AVM,VD05,20.0
AVM,VD06,14.0
AVM,VD07,20.0
AVM,VD08,14.0
AVM,VD09,20.0
AVM,VD10,8.0
AVM,VD11,20.0
AVM,VD12,20.0
AVM,VD13,10.0
AWAL,AWAR,15.0
AWAL,AWBL,17.0
AWAL,AWBR,15.0
AWAL,AWCL,13.0
AWAL,AWCR,15.0
AWAL,BAGL,17.0
AWAL,BAGR,17.0
AWAL,BDUL,17.0
AWAL,BDUR,17.0
AWAL,CEPDL,10.0
AWAL,CEPDR,18.0
AWAL,CEPVL,14.0
AWAL,CEPVR,16.0
AWAL,DA01,15.0
AWAL,DA02,13.0
AWAL,DA03,15.0
AWAL,DA04,13.0
AWAL,DA05,15.0
AWAL,DA06,13.0
AWAL,DA07,15.0
AWAL,DA08,15.0
AWAL,DA09,13.0
AWAL,DB01,13.0
AWAL,DB02,17.0
AWAL,DB03,15.0
AWAL,DB04,15.0
AWAL,DB05,13.0
AWAL,DB06,13.0
AWAL,DB07,15.0
AWAL,DD01,13.0
AWAL,DD02,15.0
AWAL,DD03,13.0
AWAL,DD04,15.0
AWAL,DD05,13.0
AWAL,DD06,15.0
AWAL,DVA,15.0
AWAL,DVB,14.0
AWAL,DVC,17.0
AWAL,FLPL,12.0
AWAL,FLPR,16.0
AWAL,HSNL,12.0
AWAL,HSNR,16.0
AWAL,IL1DL,18.0
AWAL,IL1DR,18.0
AWAL,IL1L,18.0
AWAL,IL1R,18.0
AWAL,IL1VL,18.0
AWAL,IL1VR,18.0
AWAL,IL2DL,17.0
AWAL,IL2DR,17.0
AWAL,IL2L,17.0
AWAL,IL2R,17.0
AWAL,IL2VL,17.0
AWAL,IL2VR,17.0
AWAL,LUAL,14.0
AWAL,LUAR,16.0
AWAL,OLLL,18.0
AWAL,OLLR,16.0
AWAL,OLQDL,18.0
AWAL,OLQDR,18.0
AWAL,OLQVL,14.0
AWAL,OLQVR,16.0
AWAL,PDA,15.0
AWAL,PDB,17.0
AWAL,PDEL,15.0
AWAL,PDER,19.0
AWAL,PHAL,13.0
AWAL,PHAR,15.0
AWAL,PHBL,12.0
AWAL,PHBR,16.0
AWAL,PHCL,15.0
AWAL,PHCR,19.0
AWAL,PLML,13.0
AWAL,PLMR,17.0
AWAL,PLNL,15.0
AWAL,PLNR,19.0
AWAL,PQR,13.0
AWAL,PVCL,14.0
AWAL,PVCR,16.0
AWAL,PVDL,16.0
AWAL,PVDR,20.0
AWAL,PVM,14.0
AWAL,PVNL,14.0
AWAL,PVNR,18.0
AWAL,PVPL,13.0
AWAL,PVPR,15.0
AWAL,PVQL,11.0
AWAL,PVQR,15.0
AWAL,PVR,17.0
AWAL,PVT,13.0
AWAL,PVWL,13.0
AWAL,PVWR,17.0
AWAL,RIAL,17.0
AWAL,RIAR,17.0
AWAL,RIBL,13.0
AWAL,RIBR,15.0
AWAL,RICL,14.0
AWAL,RICR,16.0
AWAL,RID,17.0
AWAL,RIFL,14.0
AWAL,RIFR,16.0
AWAL,RIGL,13.0
AWAL,RIGR,15.0
AWAL,RIH,15.0
AWAL,RIML,13.0
AWAL,RIMR,15.0
AWAL,RIPL,17.0
AWAL,RIPR,15.0
AWAL,RIR,15.0
AWAL,RIS,15.0
AWAL,RIVL,13.0
AWAL,RIVR,15.0
AWAL,RMDDL,17.0
AWAL,RMDDR,17.0
AWAL,RMDL,17.0
AWAL,RMDR,15.0
AWAL,RMDVL,17.0
AWAL,RMDVR,17.0
AWAL,RMED,17.0
AWAL,RMEL,17.0
AWAL,RMER,17.0
AWAL,RMEV,13.0
AWAL,RMFL,12.0
AWAL,RMFR,12.0
AWAL,RMGL,11.0
AWAL,RMGR,15.0
AWAL,RMHL,16.0
AWAL,RMHR,16.0
AWAL,SAADL,17.0
AWAL,SAADR,17.0
AWAL,SAAVL,13.0
AWAL,SAAVR,15.0
AWAL,SABD,13.0
AWAL,SABVL,14.0
AWAL,SABVR,16.0
AWAL,SDQL,14.0
AWAL,SDQR,18.0
AWAL,SIADL,13.0
AWAL,SIADR,15.0
AWAL,SIAVL,13.0
AWAL,SIAVR,15.0
AWAL,SIBDL,13.0
AWAL,SIBDR,15.0
AWAL,SIBVL,13.0
AWAL,SIBVR,15.0
AWAL,SMBDL,18.0
AWAL,SMBDR,18.0
AWAL,SMBVL,17.0
AWAL,SMBVR,17.0
AWAL,SMDDL,13.0
AWAL,SMDDR,15.0
AWAL,SMDVL,17.0
AWAL,SMDVR,17.0
AWAL,URADL,9.0
AWAL,URADR,17.0
AWAL,URAVL,13.0
AWAL,URAVR,15.0
AWAL,URBL,5.0
AWAL,URBR,15.0
AWAL,URXL,10.0
AWAL,URXR,18.0
AWAL,URYDL,17.0
AWAL,URYDR,17.0
AWAL,URYVL,13.0
AWAL,URYVR,15.0
AWAL,VA01,16.0
AWAL,VA02,14.0
AWAL,VA03,18.0
AWAL,VA04,14.0
AWAL,VA05,18.0
AWAL,VA06,14.0
AWAL,VA07,18.0
AWAL,VA08,14.0
AWAL,VA09,18.0
AWAL,VA10,14.0
AWAL,VA11,14.0
AWAL,VA12,18.0
AWAL,VB01,18.0
AWAL,VB02,17.0
AWAL,VB03,14.0
AWAL,VB04,18.0
AWAL,VB05,14.0
AWAL,VB06,18.0
AWAL,VB07,14.0
AWAL,VB08,18.0
AWAL,VB09,14.0
AWAL,VB10,18.0
AWAL,VB11,14.0
AWAL,VC01,17.0
AWAL,VC02,13.0
AWAL,VC03,17.0
AWAL,VC04,13.0
AWAL,VC05,17.0
AWAL,VD01,16.0
AWAL,VD02,17.0
AWAL,VD03,13.0
AWAL,VD04,17.0
AWAL,VD05,13.0
AWAL,VD06,17.0
AWAL,VD07,13.0
AWAL,VD08,17.0
AWAL,VD09,13.0
AWAL,VD10,17.0
AWAL,VD11,13.0
AWAL,VD12,13.0
AWAL,VD13,17.0
AWAR,AWBL,17.0
AWAR,AWBR,9.0
AWAR,AWCL,15.0
AWAR,AWCR,13.0
AWAR,BAGL,17.0
AWAR,BAGR,17.0
AWAR,BDUL,17.0
AWAR,BDUR,17.0
AWAR,CEPDL,16.0
AWAR,CEPDR,18.0
AWAR,CEPVL,16.0
AWAR,CEPVR,14.0
AWAR,DA01,13.0
AWAR,DA02,15.0
AWAR,DA03,13.0
AWAR,DA04,15.0
AWAR,DA05,13.0
AWAR,DA06,15.0
AWAR,DA07,13.0
AWAR,DA08,13.0
AWAR,DA09,15.0
AWAR,DB01,15.0
AWAR,DB02,17.0
AWAR,DB03,13.0
AWAR,DB04,13.0
AWAR,DB05,15.0
AWAR,DB06,15.0
AWAR,DB07,13.0
AWAR,DD01,15.0
AWAR,DD02,13.0
AWAR,DD03,15.0
AWAR,DD04,13.0
AWAR,DD05,15.0
AWAR,DD06,13.0
AWAR,DVA,13.0
AWAR,DVB,16.0
AWAR,DVC,17.0
AWAR,FLPL,16.0
AWAR,FLPR,12.0
AWAR,HSNL,16.0
AWAR,HSNR,12.0
AWAR,IL1DL,18.0
AWAR,IL1DR,18.0
AWAR,IL1L,18.0
AWAR,IL1R,18.0
AWAR,IL1VL,18.0
AWAR,IL1VR,18.0
AWAR,IL2DL,17.0
AWAR,IL2DR,17.0
AWAR,IL2L,17.0
AWAR,IL2R,17.0
AWAR,IL2VL,17.0
AWAR,IL2VR,17.0
AWAR,LUAL,16.0
AWAR,LUAR,14.0
AWAR,OLLL,18.0
AWAR,OLLR,10.0
AWAR,OLQDL,18.0
AWAR,OLQDR,18.0
AWAR,OLQVL,16.0
AWAR,OLQVR,14.0
AWAR,PDA,13.0
AWAR,PDB,13.0
AWAR,PDEL,19.0
AWAR,PDER,15.0
AWAR,PHAL,15.0
AWAR,PHAR,13.0
AWAR,PHBL,16.0
AWAR,PHBR,12.0
AWAR,PHCL,19.0
AWAR,PHCR,15.0
AWAR,PLML,17.0
AWAR,PLMR,13.0
AWAR,PLNL,19.0
AWAR,PLNR,15.0
AWAR,PQR,17.0
AWAR,PVCL,16.0
AWAR,PVCR,14.0
AWAR,PVDL,20.0
AWAR,PVDR,16.0
AWAR,PVM,18.0
AWAR,PVNL,18.0
AWAR,PVNR,14.0
AWAR,PVPL,15.0
AWAR,PVPR,13.0
AWAR,PVQL,15.0
AWAR,PVQR,11.0
AWAR,PVR,17.0
AWAR,PVT,15.0
AWAR,PVWL,17.0
AWAR,PVWR,13.0
AWAR,RIAL,17.0
AWAR,RIAR,17.0
AWAR,RIBL,15.0
AWAR,RIBR,13.0
AWAR,RICL,16.0
AWAR,RICR,14.0
AWAR,RID,17.0
AWAR,RIFL,16.0
AWAR,RIFR,14.0
AWAR,RIGL,15.0
AWAR,RIGR,13.0
AWAR,RIH,13.0
AWAR,RIML,15.0
AWAR,RIMR,13.0
AWAR,RIPL,17.0
AWAR,RIPR,11.0
AWAR,RIR,13.0
AWAR,RIS,13.0
AWAR,RIVL,15.0
AWAR,RIVR,13.0
AWAR,RMDDL,17.0
AWAR,RMDDR,17.0
AWAR,RMDL,17.0
AWAR,RMDR,9.0
AWAR,RMDVL,17.0
AWAR,RMDVR,17.0
AWAR,RMED,17.0
AWAR,RMEL,17.0
AWAR,RMER,17.0
AWAR,RMEV,15.0
AWAR,RMFL,16.0
AWAR,RMFR,16.0
AWAR,RMGL,15.0
AWAR,RMGR,11.0
AWAR,RMHL,14.0
AWAR,RMHR,14.0
AWAR,SAADL,17.0
AWAR,SAADR,17.0
AWAR,SAAVL,15.0
AWAR,SAAVR,13.0
AWAR,SABD,15.0
AWAR,SABVL,16.0
AWAR,SABVR,14.0
AWAR,SDQL,18.0
AWAR,SDQR,14.0
AWAR,SIADL,15.0
AWAR,SIADR,13.0
AWAR,SIAVL,15.0
AWAR,SIAVR,13.0
AWAR,SIBDL,15.0
AWAR,SIBDR,13.0
AWAR,SIBVL,15.0
AWAR,SIBVR,13.0
AWAR,SMBDL,18.0
AWAR,SMBDR,18.0
AWAR,SMBVL,17.0
AWAR,SMBVR,17.0
AWAR,SMDDL,15.0
AWAR,SMDDR,13.0
AWAR,SMDVL,17.0
AWAR,SMDVR,17.0
AWAR,URADL,15.0
AWAR,URADR,17.0
AWAR,URAVL,15.0
AWAR,URAVR,13.0
AWAR,URBL,15.0
AWAR,URBR,5.0
AWAR,URXL,16.0
AWAR,URXR,18.0
AWAR,URYDL,17.0
AWAR,URYDR,17.0
AWAR,URYVL,15.0
AWAR,URYVR,13.0
AWAR,VA01,12.0
AWAR,VA02,18.0
AWAR,VA03,14.0
AWAR,VA04,18.0
AWAR,VA05,14.0
AWAR,VA06,18.0
AWAR,VA07,14.0
AWAR,VA08,18.0
AWAR,VA09,14.0
AWAR,VA10,18.0
AWAR,VA11,18.0
AWAR,VA12,14.0
AWAR,VB01,14.0
AWAR,VB02,13.0
AWAR,VB03,18.0
AWAR,VB04,14.0
AWAR,VB05,18.0
AWAR,VB06,14.0
AWAR,VB07,18.0
AWAR,VB08,14.0
AWAR,VB09,18.0
AWAR,VB10,14.0
AWAR,VB11,18.0
AWAR,VC01,13.0
AWAR,VC02,17.0
AWAR,VC03,13.0
AWAR,VC04,17.0
AWAR,VC05,13.0
AWAR,VD01,12.0
AWAR,VD02,13.0
AWAR,VD03,17.0
AWAR,VD04,13.0
AWAR,VD05,17.0
AWAR,VD06,13.0
AWAR,VD07,17.0
AWAR,VD08,13.0
AWAR,VD09,17.0
AWAR,VD10,13.0
AWAR,VD11,17.0
AWAR,VD12,17.0
AWAR,VD13,13.0
AWBL,AWBR,17.0
AWBL,AWCL,17.0
AWBL,AWCR,17.0
AWBL,BAGL,9.0
AWBL,BAGR,15.0
AWBL,BDUL,15.0
AWBL,BDUR,15.0
AWBL,CEPDL,18.0
AWBL,CEPDR,16.0
AWBL,CEPVL,18.0
AWBL,CEPVR,18.0
AWBL,DA01,17.0
AWBL,DA02,17.0
AWBL,DA03,17.0
AWBL,DA04,17.0
AWBL,DA05,17.0
AWBL,DA06,17.0
AWBL,DA07,17.0
AWBL,DA08,17.0
AWBL,DA09,17.0
AWBL,DB01,17.0
AWBL,DB02,15.0
AWBL,DB03,17.0
AWBL,DB04,17.0
AWBL,DB05,17.0
AWBL,DB06,17.0
AWBL,DB07,17.0
AWBL,DD01,17.0
AWBL,DD02,17.0
AWBL,DD03,17.0
AWBL,DD04,17.0
AWBL,DD05,17.0
AWBL,DD06,17.0
AWBL,DVA,17.0
AWBL,DVB,18.0
AWBL,DVC,17.0
AWBL,FLPL,18.0
AWBL,FLPR,18.0
AWBL,HSNL,18.0
AWBL,HSNR,18.0
AWBL,IL1DL,14.0
AWBL,IL1DR,14.0
AWBL,IL1L,14.0
AWBL,IL1R,14.0
AWBL,IL1VL,10.0
AWBL,IL1VR,16.0
AWBL,IL2DL,13.0
AWBL,IL2DR,13.0
AWBL,IL2L,13.0
AWBL,IL2R,13.0
AWBL,IL2VL,9.0
AWBL,IL2VR,15.0
AWBL,LUAL,18.0
AWBL,LUAR,18.0
AWBL,OLLL,6.0
AWBL,OLLR,18.0
AWBL,OLQDL,14.0
AWBL,OLQDR,14.0
AWBL,OLQVL,18.0
AWBL,OLQVR,18.0
AWBL,PDA,17.0
AWBL,PDB,19.0
AWBL,PDEL,21.0
AWBL,PDER,21.0
AWBL,PHAL,17.0
AWBL,PHAR,17.0
AWBL,PHBL,18.0
AWBL,PHBR,18.0
AWBL,PHCL,21.0
AWBL,PHCR,21.0
AWBL,PLML,19.0
AWBL,PLMR,19.0
AWBL,PLNL,21.0
AWBL,PLNR,21.0
AWBL,PQR,19.0
AWBL,PVCL,18.0
AWBL,PVCR,18.0
AWBL,PVDL,22.0
AWBL,PVDR,22.0
AWBL,PVM,20.0
AWBL,PVNL,20.0
AWBL,PVNR,20.0
AWBL,PVPL,17.0
AWBL,PVPR,17.0
AWBL,PVQL,17.0
AWBL,PVQR,17.0
AWBL,PVR,17.0
AWBL,PVT,17.0
AWBL,PVWL,19.0
AWBL,PVWR,19.0
AWBL,RIAL,13.0
AWBL,RIAR,13.0
AWBL,RIBL,17.0
AWBL,RIBR,17.0
AWBL,RICL,18.0
AWBL,RICR,18.0
AWBL,RID,13.0
AWBL,RIFL,18.0
AWBL,RIFR,18.0
AWBL,RIGL,17.0
AWBL,RIGR,17.0
AWBL,RIH,17.0
AWBL,RIML,17.0
AWBL,RIMR,17.0
AWBL,RIPL,11.0
AWBL,RIPR,17.0
AWBL,RIR,17.0
AWBL,RIS,17.0
AWBL,RIVL,17.0
AWBL,RIVR,17.0
AWBL,RMDDL,11.0
AWBL,RMDDR,15.0
AWBL,RMDL,7.0
AWBL,RMDR,17.0
AWBL,RMDVL,9.0
AWBL,RMDVR,15.0
AWBL,RMED,13.0
AWBL,RMEL,13.0
AWBL,RMER,13.0
AWBL,RMEV,17.0
AWBL,RMFL,18.0
AWBL,RMFR,18.0
AWBL,RMGL,17.0
AWBL,RMGR,17.0
AWBL,RMHL,18.0
AWBL,RMHR,18.0
AWBL,SAADL,9.0
AWBL,SAADR,15.0
AWBL,SAAVL,17.0
AWBL,SAAVR,17.0
AWBL,SABD,17.0
AWBL,SABVL,18.0
AWBL,SABVR,18.0
AWBL,SDQL,20.0
AWBL,SDQR,20.0
AWBL,SIADL,17.0
AWBL,SIADR,17.0
AWBL,SIAVL,17.0
AWBL,SIAVR,17.0
AWBL,SIBDL,17.0
AWBL,SIBDR,17.0
AWBL,SIBVL,17.0
AWBL,SIBVR,17.0
AWBL,SMBDL,12.0
AWBL,SMBDR,16.0
AWBL,SMBVL,11.0
AWBL,SMBVR,15.0
AWBL,SMDDL,17.0
AWBL,SMDDR,17.0
AWBL,SMDVL,9.0
AWBL,SMDVR,15.0
AWBL,URADL,17.0
AWBL,URADR,15.0
AWBL,URAVL,17.0
AWBL,URAVR,17.0
AWBL,URBL,17.0
AWBL,URBR,17.0
AWBL,URXL,18.0
AWBL,URXR,16.0
AWBL,URYDL,13.0
AWBL,URYDR,13.0
AWBL,URYVL,17.0
AWBL,URYVR,17.0
AWBL,VA01,18.0
AWBL,VA02,20.0
AWBL,VA03,20.0
AWBL,VA04,20.0
AWBL,VA05,20.0
AWBL,VA06,20.0
AWBL,VA07,20.0
AWBL,VA08,20.0
AWBL,VA09,20.0
AWBL,VA10,20.0
AWBL,VA11,20.0
AWBL,VA12,20.0
AWBL,VB01,20.0
AWBL,VB02,19.0
AWBL,VB03,20.0
AWBL,VB04,20.0
AWBL,VB05,20.0
AWBL,VB06,20.0
AWBL,VB07,20.0
AWBL,VB08,20.0
AWBL,VB09,20.0
AWBL,VB10,20.0
AWBL,VB11,20.0
AWBL,VC01,19.0
AWBL,VC02,19.0
AWBL,VC03,19.0
AWBL,VC04,19.0
AWBL,VC05,19.0
AWBL,VD01,18.0
AWBL,VD02,19.0
AWBL,VD03,19.0
AWBL,VD04,19.0
AWBL,VD05,19.0
AWBL,VD06,19.0
AWBL,VD07,19.0
AWBL,VD08,19.0
AWBL,VD09,19.0
AWBL,VD10,19.0
AWBL,VD11,19.0
AWBL,VD12,19.0
AWBL,VD13,19.0
AWBR,AWCL,15.0
AWBR,AWCR,13.0
AWBR,BAGL,17.0
AWBR,BAGR,17.0
AWBR,BDUL,17.0
AWBR,BDUR,17.0
AWBR,CEPDL,16.0
AWBR,CEPDR,18.0
AWBR,CEPVL,16.0
AWBR,CEPVR,14.0
AWBR,DA01,13.0
AWBR,DA02,15.0
AWBR,DA03,13.0
AWBR,DA04,15.0
AWBR,DA05,13.0
AWBR,DA06,15.0
AWBR,DA07,13.0
AWBR,DA08,13.0
AWBR,DA09,15.0
AWBR,DB01,15.0
AWBR,DB02,17.0
AWBR,DB03,13.0
AWBR,DB04,13.0
AWBR,DB05,15.0
AWBR,DB06,15.0
AWBR,DB07,13.0
AWBR,DD01,15.0
AWBR,DD02,13.0
AWBR,DD03,15.0
AWBR,DD04,13.0
AWBR,DD05,15.0
AWBR,DD06,13.0
AWBR,DVA,13.0
AWBR,DVB,16.0
AWBR,DVC,17.0
AWBR,FLPL,16.0
AWBR,FLPR,12.0
AWBR,HSNL,16.0
AWBR,HSNR,12.0
AWBR,IL1DL,18.0
AWBR,IL1DR,18.0
AWBR,IL1L,18.0
AWBR,IL1R,18.0
AWBR,IL1VL,18.0
AWBR,IL1VR,18.0
AWBR,IL2DL,17.0
AWBR,IL2DR,17.0
AWBR,IL2L,17.0
AWBR,IL2R,17.0
AWBR,IL2VL,17.0
AWBR,IL2VR,17.0
AWBR,LUAL,16.0
AWBR,LUAR,14.0
AWBR,OLLL,18.0
AWBR,OLLR,6.0
AWBR,OLQDL,18.0
AWBR,OLQDR,18.0
AWBR,OLQVL,16.0
AWBR,OLQVR,14.0
AWBR,PDA,13.0
AWBR,PDB,13.0
AWBR,PDEL,19.0
AWBR,PDER,15.0
AWBR,PHAL,15.0
AWBR,PHAR,13.0
AWBR,PHBL,16.0
AWBR,PHBR,12.0
AWBR,PHCL,19.0
AWBR,PHCR,15.0
AWBR,PLML,17.0
AWBR,PLMR,13.0
AWBR,PLNL,19.0
AWBR,PLNR,15.0
AWBR,PQR,17.0
AWBR,PVCL,16.0
AWBR,PVCR,14.0
AWBR,PVDL,20.0
AWBR,PVDR,16.0
AWBR,PVM,18.0
AWBR,PVNL,18.0
AWBR,PVNR,14.0
AWBR,PVPL,15.0
AWBR,PVPR,13.0
AWBR,PVQL,15.0
AWBR,PVQR,11.0
AWBR,PVR,17.0
AWBR,PVT,15.0
AWBR,PVWL,17.0
AWBR,PVWR,13.0
AWBR,RIAL,17.0
AWBR,RIAR,17.0
AWBR,RIBL,15.0
AWBR,RIBR,13.0
AWBR,RICL,16.0
AWBR,RICR,14.0
AWBR,RID,17.0
AWBR,RIFL,16.0
AWBR,RIFR,14.0
AWBR,RIGL,15.0
AWBR,RIGR,13.0
AWBR,RIH,13.0
AWBR,RIML,15.0
AWBR,RIMR,13.0
AWBR,RIPL,17.0
AWBR,RIPR,11.0
AWBR,RIR,13.0
AWBR,RIS,13.0
AWBR,RIVL,15.0
AWBR,RIVR,13.0
AWBR,RMDDL,17.0
AWBR,RMDDR,17.0
AWBR,RMDL,17.0
AWBR,RMDR,7.0
AWBR,RMDVL,17.0
AWBR,RMDVR,17.0
AWBR,RMED,17.0
AWBR,RMEL,17.0
AWBR,RMER,17.0
AWBR,RMEV,15.0
AWBR,RMFL,16.0
AWBR,RMFR,16.0
AWBR,RMGL,15.0
AWBR,RMGR,11.0
AWBR,RMHL,14.0
AWBR,RMHR,14.0
AWBR,SAADL,17.0
AWBR,SAADR,17.0
AWBR,SAAVL,15.0
AWBR,SAAVR,13.0
AWBR,SABD,15.0
AWBR,SABVL,16.0
AWBR,SABVR,14.0
AWBR,SDQL,18.0
AWBR,SDQR,14.0
AWBR,SIADL,15.0
AWBR,SIADR,13.0
AWBR,SIAVL,15.0
AWBR,SIAVR,13.0
AWBR,SIBDL,15.0
AWBR,SIBDR,13.0
AWBR,SIBVL,15.0
AWBR,SIBVR,13.0
AWBR,SMBDL,18.0
AWBR,SMBDR,18.0
AWBR,SMBVL,17.0
AWBR,SMBVR,17.0
AWBR,SMDDL,15.0
AWBR,SMDDR,13.0
AWBR,SMDVL,17.0
AWBR,SMDVR,17.0
AWBR,URADL,15.0
AWBR,URADR,17.0
AWBR,URAVL,15.0
AWBR,URAVR,13.0
AWBR,URBL,15.0
AWBR,URBR,9.0
AWBR,URXL,16.0
AWBR,URXR,18.0
AWBR,URYDL,17.0
AWBR,URYDR,17.0
AWBR,URYVL,15.0
AWBR,URYVR,13.0
AWBR,VA01,12.0
AWBR,VA02,18.0
AWBR,VA03,14.0
AWBR,VA04,18.0
AWBR,VA05,14.0
AWBR,VA06,18.0
AWBR,VA07,14.0
AWBR,VA08,18.0
AWBR,VA09,14.0
AWBR,VA10,18.0
AWBR,VA11,18.0
AWBR,VA12,14.0
AWBR,VB01,14.0
AWBR,VB02,13.0
AWBR,VB03,18.0
AWBR,VB04,14.0
AWBR,VB05,18.0
AWBR,VB06,14.0
AWBR,VB07,18.0
AWBR,VB08,14.0
AWBR,VB09,18.0
AWBR,VB10,14.0
AWBR,VB11,18.0
AWBR,VC01,13.0
AWBR,VC02,17.0
AWBR,VC03,13.0
AWBR,VC04,17.0
AWBR,VC05,13.0
AWBR,VD01,12.0
AWBR,VD02,13.0
AWBR,VD03,17.0
AWBR,VD04,13.0
AWBR,VD05,17.0
AWBR,VD06,13.0
AWBR,VD07,17.0
AWBR,VD08,13.0
AWBR,VD09,17.0
AWBR,VD10,13.0
AWBR,VD11,17.0
AWBR,VD12,17.0
AWBR,VD13,13.0
AWCL,AWCR,15.0
AWCL,BAGL,17.0
AWCL,BAGR,17.0
AWCL,BDUL,17.0
AWCL,BDUR,17.0
AWCL,CEPDL,14.0
AWCL,CEPDR,18.0
AWCL,CEPVL,8.0
AWCL,CEPVR,16.0
AWCL,DA01,15.0
AWCL,DA02,11.0
AWCL,DA03,15.0
AWCL,DA04,11.0
AWCL,DA05,15.0
AWCL,DA06,11.0
AWCL,DA07,15.0
AWCL,DA08,15.0
AWCL,DA09,11.0
AWCL,DB01,3.0
AWCL,DB02,17.0
AWCL,DB03,15.0
AWCL,DB04,15.0
AWCL,DB05,9.0
AWCL,DB06,11.0
AWCL,DB07,15.0
AWCL,DD01,11.0
AWCL,DD02,15.0
AWCL,DD03,11.0
AWCL,DD04,15.0
AWCL,DD05,11.0
AWCL,DD06,15.0
AWCL,DVA,15.0
AWCL,DVB,10.0
AWCL,DVC,17.0
AWCL,FLPL,14.0
AWCL,FLPR,16.0
AWCL,HSNL,14.0
AWCL,HSNR,16.0
AWCL,IL1DL,18.0
AWCL,IL1DR,18.0
AWCL,IL1L,18.0
AWCL,IL1R,18.0
AWCL,IL1VL,18.0
AWCL,IL1VR,18.0
AWCL,IL2DL,17.0
AWCL,IL2DR,17.0
AWCL,IL2L,17.0
AWCL,IL2R,17.0
AWCL,IL2VL,17.0
AWCL,IL2VR,17.0
AWCL,LUAL,12.0
AWCL,LUAR,16.0
AWCL,OLLL,18.0
AWCL,OLLR,16.0
AWCL,OLQDL,18.0
AWCL,OLQDR,18.0
AWCL,OLQVL,6.0
AWCL,OLQVR,16.0
AWCL,PDA,15.0
AWCL,PDB,17.0
AWCL,PDEL,17.0
AWCL,PDER,19.0
AWCL,PHAL,11.0
AWCL,PHAR,15.0
AWCL,PHBL,14.0
AWCL,PHBR,16.0
AWCL,PHCL,17.0
AWCL,PHCR,19.0
AWCL,PLML,15.0
AWCL,PLMR,17.0
AWCL,PLNL,17.0
AWCL,PLNR,19.0
AWCL,PQR,15.0
AWCL,PVCL,12.0
AWCL,PVCR,16.0
AWCL,PVDL,18.0
AWCL,PVDR,20.0
AWCL,PVM,16.0
AWCL,PVNL,16.0
AWCL,PVNR,18.0
AWCL,PVPL,11.0
AWCL,PVPR,15.0
AWCL,PVQL,13.0
AWCL,PVQR,15.0
AWCL,PVR,17.0
AWCL,PVT,9.0
AWCL,PVWL,15.0
AWCL,PVWR,17.0
AWCL,RIAL,17.0
AWCL,RIAR,17.0
AWCL,RIBL,7.0
AWCL,RIBR,15.0
AWCL,RICL,12.0
AWCL,RICR,16.0
AWCL,RID,17.0
AWCL,RIFL,12.0
AWCL,RIFR,16.0
AWCL,RIGL,11.0
AWCL,RIGR,15.0
AWCL,RIH,15.0
AWCL,RIML,11.0
AWCL,RIMR,15.0
AWCL,RIPL,17.0
AWCL,RIPR,15.0
AWCL,RIR,15.0
AWCL,RIS,15.0
AWCL,RIVL,7.0
AWCL,RIVR,15.0
AWCL,RMDDL,17.0
AWCL,RMDDR,17.0
AWCL,RMDL,17.0
AWCL,RMDR,15.0
AWCL,RMDVL,17.0
AWCL,RMDVR,17.0
AWCL,RMED,17.0
AWCL,RMEL,17.0
AWCL,RMER,17.0
AWCL,RMEV,9.0
AWCL,RMFL,14.0
AWCL,RMFR,14.0
AWCL,RMGL,13.0
AWCL,RMGR,15.0
AWCL,RMHL,16.0
AWCL,RMHR,16.0
AWCL,SAADL,17.0
AWCL,SAADR,17.0
AWCL,SAAVL,1.0
AWCL,SAAVR,15.0
AWCL,SABD,11.0
AWCL,SABVL,12.0
AWCL,SABVR,16.0
AWCL,SDQL,16.0
AWCL,SDQR,18.0
AWCL,SIADL,9.0
AWCL,SIADR,15.0
AWCL,SIAVL,9.0
AWCL,SIAVR,15.0
AWCL,SIBDL,11.0
AWCL,SIBDR,15.0
AWCL,SIBVL,9.0
AWCL,SIBVR,15.0
