NeuronA,NeuronB,Relatedness
AWCL,SMBDL,18.0
AWCL,SMBDR,18.0
AWCL,SMBVL,17.0
AWCL,SMBVR,17.0
AWCL,SMDDL,9.0
AWCL,SMDDR,15.0
AWCL,SMDVL,17.0
AWCL,SMDVR,17.0
AWCL,URADL,13.0
AWCL,URADR,17.0
AWCL,URAVL,5.0
AWCL,URAVR,15.0
AWCL,URBL,13.0
AWCL,URBR,15.0
AWCL,URXL,14.0
AWCL,URXR,18.0
AWCL,URYDL,17.0
AWCL,URYDR,17.0
AWCL,URYVL,5.0
AWCL,URYVR,15.0
AWCL,VA01,16.0
AWCL,VA02,16.0
AWCL,VA03,18.0
AWCL,VA04,16.0
AWCL,VA05,18.0
AWCL,VA06,16.0
AWCL,VA07,18.0
AWCL,VA08,16.0
AWCL,VA09,18.0
AWCL,VA10,16.0
AWCL,VA11,16.0
AWCL,VA12,18.0
AWCL,VB01,18.0
AWCL,VB02,17.0
AWCL,VB03,16.0
AWCL,VB04,18.0
AWCL,VB05,16.0
AWCL,VB06,18.0
AWCL,VB07,16.0
AWCL,VB08,18.0
AWCL,VB09,16.0
AWCL,VB10,18.0
AWCL,VB11,16.0
AWCL,VC01,17.0
AWCL,VC02,15.0
AWCL,VC03,17.0
AWCL,VC04,15.0
AWCL,VC05,17.0
AWCL,VD01,16.0
AWCL,VD02,17.0
AWCL,VD03,15.0
AWCL,VD04,17.0
AWCL,VD05,15.0
AWCL,VD06,17.0
AWCL,VD07,15.0
AWCL,VD08,17.0
AWCL,VD09,15.0
AWCL,VD10,17.0
AWCL,VD11,15.0
AWCL,VD12,15.0
AWCL,VD13,17.0
AWCR,BAGL,17.0
AWCR,BAGR,17.0
AWCR,BDUL,17.0
AWCR,BDUR,17.0
AWCR,CEPDL,16.0
AWCR,CEPDR,18.0
AWCR,CEPVL,16.0
AWCR,CEPVR,8.0
AWCR,DA01,11.0
AWCR,DA02,15.0
AWCR,DA03,11.0
AWCR,DA04,15.0
AWCR,DA05,11.0
AWCR,DA06,15.0
AWCR,DA07,11.0
AWCR,DA08,9.0
AWCR,DA09,15.0
AWCR,DB01,15.0
AWCR,DB02,17.0
AWCR,DB03,3.0
AWCR,DB04,9.0
AWCR,DB05,15.0
AWCR,DB06,15.0
AWCR,DB07,11.0
AWCR,DD01,15.0
AWCR,DD02,11.0
AWCR,DD03,15.0
AWCR,DD04,11.0
AWCR,DD05,15.0
AWCR,DD06,11.0
AWCR,DVA,11.0
AWCR,DVB,16.0
AWCR,DVC,17.0
AWCR,FLPL,16.0
AWCR,FLPR,14.0
AWCR,HSNL,16.0
AWCR,HSNR,14.0
AWCR,IL1DL,18.0
AWCR,IL1DR,18.0
AWCR,IL1L,18.0
AWCR,IL1R,18.0
AWCR,IL1VL,18.0
AWCR,IL1VR,18.0
AWCR,IL2DL,17.0
AWCR,IL2DR,17.0
AWCR,IL2L,17.0
AWCR,IL2R,17.0
AWCR,IL2VL,17.0
AWCR,IL2VR,17.0
AWCR,LUAL,16.0
AWCR,LUAR,12.0
AWCR,OLLL,18.0
AWCR,OLLR,14.0
AWCR,OLQDL,18.0
AWCR,OLQDR,18.0
AWCR,OLQVL,16.0
AWCR,OLQVR,6.0
AWCR,PDA,11.0
AWCR,PDB,15.0
AWCR,PDEL,19.0
AWCR,PDER,17.0
AWCR,PHAL,15.0
AWCR,PHAR,11.0
AWCR,PHBL,16.0
AWCR,PHBR,14.0
AWCR,PHCL,19.0
AWCR,PHCR,17.0
AWCR,PLML,17.0
AWCR,PLMR,15.0
AWCR,PLNL,19.0
AWCR,PLNR,17.0
AWCR,PQR,17.0
AWCR,PVCL,16.0
AWCR,PVCR,12.0
AWCR,PVDL,20.0
AWCR,PVDR,18.0
AWCR,PVM,18.0
AWCR,PVNL,18.0
AWCR,PVNR,16.0
AWCR,PVPL,15.0
AWCR,PVPR,11.0
AWCR,PVQL,15.0
AWCR,PVQR,13.0
AWCR,PVR,17.0
AWCR,PVT,15.0
AWCR,PVWL,17.0
AWCR,PVWR,15.0
AWCR,RIAL,17.0
AWCR,RIAR,17.0
AWCR,RIBL,15.0
AWCR,RIBR,7.0
AWCR,RICL,16.0
AWCR,RICR,12.0
AWCR,RID,17.0
AWCR,RIFL,16.0
AWCR,RIFR,12.0
AWCR,RIGL,15.0
AWCR,RIGR,11.0
AWCR,RIH,9.0
AWCR,RIML,15.0
AWCR,RIMR,11.0
AWCR,RIPL,17.0
AWCR,RIPR,13.0
AWCR,RIR,9.0
AWCR,RIS,9.0
AWCR,RIVL,15.0
AWCR,RIVR,7.0
AWCR,RMDDL,17.0
AWCR,RMDDR,17.0
AWCR,RMDL,17.0
AWCR,RMDR,13.0
AWCR,RMDVL,17.0
AWCR,RMDVR,17.0
AWCR,RMED,17.0
AWCR,RMEL,17.0
AWCR,RMER,17.0
AWCR,RMEV,15.0
AWCR,RMFL,16.0
AWCR,RMFR,16.0
AWCR,RMGL,15.0
AWCR,RMGR,13.0
AWCR,RMHL,4.0
AWCR,RMHR,4.0
AWCR,SAADL,17.0
AWCR,SAADR,17.0
AWCR,SAAVL,15.0
AWCR,SAAVR,1.0
AWCR,SABD,15.0
AWCR,SABVL,16.0
AWCR,SABVR,12.0
AWCR,SDQL,18.0
AWCR,SDQR,16.0
AWCR,SIADL,15.0
AWCR,SIADR,9.0
AWCR,SIAVL,15.0
AWCR,SIAVR,9.0
AWCR,SIBDL,15.0
AWCR,SIBDR,11.0
AWCR,SIBVL,15.0
AWCR,SIBVR,9.0
AWCR,SMBDL,18.0
AWCR,SMBDR,18.0
AWCR,SMBVL,17.0
AWCR,SMBVR,17.0
AWCR,SMDDL,15.0
AWCR,SMDDR,9.0
AWCR,SMDVL,17.0
AWCR,SMDVR,17.0
AWCR,URADL,15.0
AWCR,URADR,17.0
AWCR,URAVL,15.0
AWCR,URAVR,5.0
AWCR,URBL,15.0
AWCR,URBR,13.0
AWCR,URXL,16.0
AWCR,URXR,18.0
AWCR,URYDL,17.0
AWCR,URYDR,17.0
AWCR,URYVL,15.0
AWCR,URYVR,5.0
AWCR,VA01,14.0
AWCR,VA02,18.0
AWCR,VA03,16.0
AWCR,VA04,18.0
AWCR,VA05,16.0
AWCR,VA06,18.0
AWCR,VA07,16.0
AWCR,VA08,18.0
AWCR,VA09,16.0
AWCR,VA10,18.0
AWCR,VA11,18.0
AWCR,VA12,16.0
AWCR,VB01,16.0
AWCR,VB02,15.0
AWCR,VB03,18.0
AWCR,VB04,16.0
AWCR,VB05,18.0
AWCR,VB06,16.0
AWCR,VB07,18.0
AWCR,VB08,16.0
AWCR,VB09,18.0
AWCR,VB10,16.0
AWCR,VB11,18.0
AWCR,VC01,15.0
AWCR,VC02,17.0
AWCR,VC03,15.0
AWCR,VC04,17.0
AWCR,VC05,15.0
AWCR,VD01,14.0
AWCR,VD02,15.0
AWCR,VD03,17.0
AWCR,VD04,15.0
AWCR,VD05,17.0
AWCR,VD06,15.0
AWCR,VD07,17.0
AWCR,VD08,15.0
AWCR,VD09,17.0
AWCR,VD10,15.0
AWCR,VD11,17.0
AWCR,VD12,17.0
AWCR,VD13,15.0
BAGL,BAGR,15.0
BAGL,BDUL,15.0
BAGL,BDUR,15.0
BAGL,CEPDL,18.0
BAGL,CEPDR,16.0
BAGL,CEPVL,18.0
BAGL,CEPVR,18.0
BAGL,DA01,17.0
BAGL,DA02,17.0
BAGL,DA03,17.0
BAGL,DA04,17.0
BAGL,DA05,17.0
BAGL,DA06,17.0
BAGL,DA07,17.0
BAGL,DA08,17.0
BAGL,DA09,17.0
BAGL,DB01,17.0
BAGL,DB02,15.0
BAGL,DB03,17.0
BAGL,DB04,17.0
BAGL,DB05,17.0
BAGL,DB06,17.0
BAGL,DB07,17.0
BAGL,DD01,17.0
BAGL,DD02,17.0
BAGL,DD03,17.0
BAGL,DD04,17.0
BAGL,DD05,17.0
BAGL,DD06,17.0
BAGL,DVA,17.0
BAGL,DVB,18.0
BAGL,DVC,17.0
BAGL,FLPL,18.0
BAGL,FLPR,18.0
BAGL,HSNL,18.0
BAGL,HSNR,18.0
BAGL,IL1DL,14.0
BAGL,IL1DR,14.0
BAGL,IL1L,14.0
BAGL,IL1R,14.0
BAGL,IL1VL,4.0
BAGL,IL1VR,16.0
BAGL,IL2DL,13.0
BAGL,IL2DR,13.0
BAGL,IL2L,13.0
BAGL,IL2R,13.0
BAGL,IL2VL,3.0
BAGL,IL2VR,15.0
BAGL,LUAL,18.0
BAGL,LUAR,18.0
BAGL,OLLL,10.0
BAGL,OLLR,18.0
BAGL,OLQDL,14.0
BAGL,OLQDR,14.0
BAGL,OLQVL,18.0
BAGL,OLQVR,18.0
BAGL,PDA,17.0
BAGL,PDB,19.0
BAGL,PDEL,21.0
BAGL,PDER,21.0
BAGL,PHAL,17.0
BAGL,PHAR,17.0
BAGL,PHBL,18.0
BAGL,PHBR,18.0
BAGL,PHCL,21.0
BAGL,PHCR,21.0
BAGL,PLML,19.0
BAGL,PLMR,19.0
BAGL,PLNL,21.0
BAGL,PLNR,21.0
BAGL,PQR,19.0
BAGL,PVCL,18.0
BAGL,PVCR,18.0
BAGL,PVDL,22.0
BAGL,PVDR,22.0
BAGL,PVM,20.0
BAGL,PVNL,20.0
BAGL,PVNR,20.0
BAGL,PVPL,17.0
BAGL,PVPR,17.0
BAGL,PVQL,17.0
BAGL,PVQR,17.0
BAGL,PVR,17.0
BAGL,PVT,17.0
BAGL,PVWL,19.0
BAGL,PVWR,19.0
BAGL,RIAL,13.0
BAGL,RIAR,13.0
BAGL,RIBL,17.0
BAGL,RIBR,17.0
BAGL,RICL,18.0
BAGL,RICR,18.0
BAGL,RID,13.0
BAGL,RIFL,18.0
BAGL,RIFR,18.0
BAGL,RIGL,17.0
BAGL,RIGR,17.0
BAGL,RIH,17.0
BAGL,RIML,17.0
BAGL,RIMR,17.0
BAGL,RIPL,11.0
BAGL,RIPR,17.0
BAGL,RIR,17.0
BAGL,RIS,17.0
BAGL,RIVL,17.0
BAGL,RIVR,17.0
BAGL,RMDDL,11.0
BAGL,RMDDR,15.0
BAGL,RMDL,9.0
BAGL,RMDR,17.0
BAGL,RMDVL,5.0
BAGL,RMDVR,15.0
BAGL,RMED,13.0
BAGL,RMEL,13.0
BAGL,RMER,13.0
BAGL,RMEV,17.0
BAGL,RMFL,18.0
BAGL,RMFR,18.0
BAGL,RMGL,17.0
BAGL,RMGR,17.0
BAGL,RMHL,18.0
BAGL,RMHR,18.0
BAGL,SAADL,5.0
BAGL,SAADR,15.0
BAGL,SAAVL,17.0
BAGL,SAAVR,17.0
BAGL,SABD,17.0
BAGL,SABVL,18.0
BAGL,SABVR,18.0
BAGL,SDQL,20.0
BAGL,SDQR,20.0
BAGL,SIADL,17.0
BAGL,SIADR,17.0
BAGL,SIAVL,17.0
BAGL,SIAVR,17.0
BAGL,SIBDL,17.0
BAGL,SIBDR,17.0
BAGL,SIBVL,17.0
BAGL,SIBVR,17.0
BAGL,SMBDL,12.0
BAGL,SMBDR,16.0
BAGL,SMBVL,11.0
BAGL,SMBVR,15.0
BAGL,SMDDL,17.0
BAGL,SMDDR,17.0
BAGL,SMDVL,1.0
BAGL,SMDVR,15.0
BAGL,URADL,17.0
BAGL,URADR,15.0
BAGL,URAVL,17.0
BAGL,URAVR,17.0
BAGL,URBL,17.0
BAGL,URBR,17.0
BAGL,URXL,18.0
BAGL,URXR,16.0
BAGL,URYDL,13.0
BAGL,URYDR,13.0
BAGL,URYVL,17.0
BAGL,URYVR,17.0
BAGL,VA01,18.0
BAGL,VA02,20.0
BAGL,VA03,20.0
BAGL,VA04,20.0
BAGL,VA05,20.0
BAGL,VA06,20.0
BAGL,VA07,20.0
BAGL,VA08,20.0
BAGL,VA09,20.0
BAGL,VA10,20.0
BAGL,VA11,20.0
BAGL,VA12,20.0
BAGL,VB01,20.0
BAGL,VB02,19.0
BAGL,VB03,20.0
BAGL,VB04,20.0
BAGL,VB05,20.0
BAGL,VB06,20.0
BAGL,VB07,20.0
BAGL,VB08,20.0
BAGL,VB09,20.0
BAGL,VB10,20.0
BAGL,VB11,20.0
BAGL,VC01,19.0
BAGL,VC02,19.0
BAGL,VC03,19.0
BAGL,VC04,19.0
BAGL,VC05,19.0
BAGL,VD01,18.0
BAGL,VD02,19.0
BAGL,VD03,19.0
BAGL,VD04,19.0
BAGL,VD05,19.0
BAGL,VD06,19.0
BAGL,VD07,19.0
BAGL,VD08,19.0
BAGL,VD09,19.0
BAGL,VD10,19.0
BAGL,VD11,19.0
BAGL,VD12,19.0
BAGL,VD13,19.0
BAGR,BDUL,13.0
BAGR,BDUR,13.0
BAGR,CEPDL,18.0
BAGR,CEPDR,14.0
BAGR,CEPVL,18.0
BAGR,CEPVR,18.0
BAGR,DA01,17.0
BAGR,DA02,17.0
BAGR,DA03,17.0
BAGR,DA04,17.0
BAGR,DA05,17.0
BAGR,DA06,17.0
BAGR,DA07,17.0
BAGR,DA08,17.0
BAGR,DA09,17.0
BAGR,DB01,17.0
BAGR,DB02,7.0
BAGR,DB03,17.0
BAGR,DB04,17.0
BAGR,DB05,17.0
BAGR,DB06,17.0
BAGR,DB07,17.0
BAGR,DD01,17.0
BAGR,DD02,17.0
BAGR,DD03,17.0
BAGR,DD04,17.0
BAGR,DD05,17.0
BAGR,DD06,17.0
BAGR,DVA,17.0
BAGR,DVB,18.0
BAGR,DVC,17.0
BAGR,FLPL,18.0
BAGR,FLPR,18.0
BAGR,HSNL,18.0
BAGR,HSNR,18.0
BAGR,IL1DL,16.0
BAGR,IL1DR,16.0
BAGR,IL1L,16.0
BAGR,IL1R,16.0
BAGR,IL1VL,16.0
BAGR,IL1VR,4.0
BAGR,IL2DL,15.0
BAGR,IL2DR,15.0
BAGR,IL2L,15.0
BAGR,IL2R,15.0
BAGR,IL2VL,15.0
BAGR,IL2VR,3.0
BAGR,LUAL,18.0
BAGR,LUAR,18.0
BAGR,OLLL,16.0
BAGR,OLLR,18.0
BAGR,OLQDL,16.0
BAGR,OLQDR,16.0
BAGR,OLQVL,18.0
BAGR,OLQVR,18.0
BAGR,PDA,17.0
BAGR,PDB,19.0
BAGR,PDEL,21.0
BAGR,PDER,21.0
BAGR,PHAL,17.0
BAGR,PHAR,17.0
BAGR,PHBL,18.0
BAGR,PHBR,18.0
BAGR,PHCL,21.0
BAGR,PHCR,21.0
BAGR,PLML,19.0
BAGR,PLMR,19.0
BAGR,PLNL,21.0
BAGR,PLNR,21.0
BAGR,PQR,19.0
BAGR,PVCL,18.0
BAGR,PVCR,18.0
BAGR,PVDL,22.0
BAGR,PVDR,22.0
BAGR,PVM,20.0
BAGR,PVNL,20.0
BAGR,PVNR,20.0
BAGR,PVPL,17.0
BAGR,PVPR,17.0
BAGR,PVQL,17.0
BAGR,PVQR,17.0
BAGR,PVR,17.0
BAGR,PVT,17.0
BAGR,PVWL,19.0
BAGR,PVWR,19.0
BAGR,RIAL,15.0
BAGR,RIAR,15.0
BAGR,RIBL,17.0
BAGR,RIBR,17.0
BAGR,RICL,18.0
BAGR,RICR,18.0
BAGR,RID,15.0
BAGR,RIFL,18.0
BAGR,RIFR,18.0
BAGR,RIGL,17.0
BAGR,RIGR,17.0
BAGR,RIH,17.0
BAGR,RIML,17.0
BAGR,RIMR,17.0
BAGR,RIPL,15.0
BAGR,RIPR,17.0
BAGR,RIR,17.0
BAGR,RIS,17.0
BAGR,RIVL,17.0
BAGR,RIVR,17.0
BAGR,RMDDL,15.0
BAGR,RMDDR,7.0
BAGR,RMDL,15.0
BAGR,RMDR,17.0
BAGR,RMDVL,15.0
BAGR,RMDVR,5.0
BAGR,RMED,15.0
BAGR,RMEL,15.0
BAGR,RMER,15.0
BAGR,RMEV,17.0
BAGR,RMFL,18.0
BAGR,RMFR,18.0
BAGR,RMGL,17.0
BAGR,RMGR,17.0
BAGR,RMHL,18.0
BAGR,RMHR,18.0
BAGR,SAADL,15.0
BAGR,SAADR,5.0
BAGR,SAAVL,17.0
BAGR,SAAVR,17.0
BAGR,SABD,17.0
BAGR,SABVL,18.0
BAGR,SABVR,18.0
BAGR,SDQL,20.0
BAGR,SDQR,20.0
BAGR,SIADL,17.0
BAGR,SIADR,17.0
BAGR,SIAVL,17.0
BAGR,SIAVR,17.0
BAGR,SIBDL,17.0
BAGR,SIBDR,17.0
BAGR,SIBVL,17.0
BAGR,SIBVR,17.0
BAGR,SMBDL,16.0
BAGR,SMBDR,8.0
BAGR,SMBVL,15.0
BAGR,SMBVR,7.0
BAGR,SMDDL,17.0
BAGR,SMDDR,17.0
BAGR,SMDVL,15.0
BAGR,SMDVR,1.0
BAGR,URADL,17.0
BAGR,URADR,13.0
BAGR,URAVL,17.0
BAGR,URAVR,17.0
BAGR,URBL,17.0
BAGR,URBR,17.0
BAGR,URXL,18.0
BAGR,URXR,14.0
BAGR,URYDL,15.0
BAGR,URYDR,15.0
BAGR,URYVL,17.0
BAGR,URYVR,17.0
BAGR,VA01,18.0
BAGR,VA02,20.0
BAGR,VA03,20.0
BAGR,VA04,20.0
BAGR,VA05,20.0
BAGR,VA06,20.0
BAGR,VA07,20.0
BAGR,VA08,20.0
BAGR,VA09,20.0
BAGR,VA10,20.0
BAGR,VA11,20.0
BAGR,VA12,20.0
BAGR,VB01,20.0
BAGR,VB02,19.0
BAGR,VB03,20.0
BAGR,VB04,20.0
BAGR,VB05,20.0
BAGR,VB06,20.0
BAGR,VB07,20.0
BAGR,VB08,20.0
BAGR,VB09,20.0
BAGR,VB10,20.0
BAGR,VB11,20.0
BAGR,VC01,19.0
BAGR,VC02,19.0
BAGR,VC03,19.0
BAGR,VC04,19.0
BAGR,VC05,19.0
BAGR,VD01,18.0
BAGR,VD02,19.0
BAGR,VD03,19.0
BAGR,VD04,19.0
BAGR,VD05,19.0
BAGR,VD06,19.0
BAGR,VD07,19.0
BAGR,VD08,19.0
BAGR,VD09,19.0
BAGR,VD10,19.0
BAGR,VD11,19.0
BAGR,VD12,19.0
BAGR,VD13,19.0
BDUL,BDUR,9.0
BDUL,CEPDL,18.0
BDUL,CEPDR,12.0
BDUL,CEPVL,18.0
BDUL,CEPVR,18.0
BDUL,DA01,17.0
BDUL,DA02,17.0
BDUL,DA03,17.0
BDUL,DA04,17.0
BDUL,DA05,17.0
BDUL,DA06,17.0
BDUL,DA07,17.0
BDUL,DA08,17.0
BDUL,DA09,17.0
BDUL,DB01,17.0
BDUL,DB02,13.0
BDUL,DB03,17.0
BDUL,DB04,17.0
BDUL,DB05,17.0
BDUL,DB06,17.0
BDUL,DB07,17.0
BDUL,DD01,17.0
BDUL,DD02,17.0
BDUL,DD03,17.0
BDUL,DD04,17.0
BDUL,DD05,17.0
BDUL,DD06,17.0
BDUL,DVA,17.0
BDUL,DVB,18.0
BDUL,DVC,17.0
BDUL,FLPL,18.0
BDUL,FLPR,18.0
BDUL,HSNL,18.0
BDUL,HSNR,18.0
BDUL,IL1DL,16.0
BDUL,IL1DR,16.0
BDUL,IL1L,16.0
BDUL,IL1R,16.0
BDUL,IL1VL,16.0
BDUL,IL1VR,14.0
BDUL,IL2DL,15.0
BDUL,IL2DR,15.0
BDUL,IL2L,15.0
BDUL,IL2R,15.0
BDUL,IL2VL,15.0
BDUL,IL2VR,13.0
BDUL,LUAL,18.0
BDUL,LUAR,18.0
BDUL,OLLL,16.0
BDUL,OLLR,18.0
BDUL,OLQDL,16.0
BDUL,OLQDR,16.0
BDUL,OLQVL,18.0
BDUL,OLQVR,18.0
BDUL,PDA,17.0
BDUL,PDB,19.0
BDUL,PDEL,21.0
BDUL,PDER,21.0
BDUL,PHAL,17.0
BDUL,PHAR,17.0
BDUL,PHBL,18.0
BDUL,PHBR,18.0
BDUL,PHCL,21.0
BDUL,PHCR,21.0
BDUL,PLML,19.0
BDUL,PLMR,19.0
BDUL,PLNL,21.0
BDUL,PLNR,21.0
BDUL,PQR,19.0
BDUL,PVCL,18.0
BDUL,PVCR,18.0
BDUL,PVDL,22.0
BDUL,PVDR,22.0
BDUL,PVM,20.0
BDUL,PVNL,20.0
BDUL,PVNR,20.0
BDUL,PVPL,17.0
BDUL,PVPR,17.0
BDUL,PVQL,17.0
BDUL,PVQR,17.0
BDUL,PVR,17.0
BDUL,PVT,17.0
BDUL,PVWL,19.0
BDUL,PVWR,19.0
BDUL,RIAL,15.0
BDUL,RIAR,15.0
BDUL,RIBL,17.0
BDUL,RIBR,17.0
BDUL,RICL,18.0
BDUL,RICR,18.0
BDUL,RID,15.0
BDUL,RIFL,18.0
BDUL,RIFR,18.0
BDUL,RIGL,17.0
BDUL,RIGR,17.0
BDUL,RIH,17.0
BDUL,RIML,17.0
BDUL,RIMR,17.0
BDUL,RIPL,15.0
BDUL,RIPR,17.0
BDUL,RIR,17.0
BDUL,RIS,17.0
BDUL,RIVL,17.0
BDUL,RIVR,17.0
BDUL,RMDDL,15.0
BDUL,RMDDR,13.0
BDUL,RMDL,15.0
BDUL,RMDR,17.0
BDUL,RMDVL,15.0
BDUL,RMDVR,13.0
BDUL,RMED,15.0
BDUL,RMEL,15.0
BDUL,RMER,15.0
BDUL,RMEV,17.0
BDUL,RMFL,18.0
BDUL,RMFR,18.0
BDUL,RMGL,17.0
BDUL,RMGR,17.0
BDUL,RMHL,18.0
BDUL,RMHR,18.0
BDUL,SAADL,15.0
BDUL,SAADR,13.0
BDUL,SAAVL,17.0
BDUL,SAAVR,17.0
BDUL,SABD,17.0
BDUL,SABVL,18.0
BDUL,SABVR,18.0
BDUL,SDQL,20.0
BDUL,SDQR,20.0
BDUL,SIADL,17.0
BDUL,SIADR,17.0
BDUL,SIAVL,17.0
BDUL,SIAVR,17.0
BDUL,SIBDL,17.0
BDUL,SIBDR,17.0
BDUL,SIBVL,17.0
BDUL,SIBVR,17.0
BDUL,SMBDL,16.0
BDUL,SMBDR,14.0
BDUL,SMBVL,15.0
BDUL,SMBVR,13.0
BDUL,SMDDL,17.0
BDUL,SMDDR,17.0
BDUL,SMDVL,15.0
BDUL,SMDVR,13.0
BDUL,URADL,17.0
BDUL,URADR,11.0
BDUL,URAVL,17.0
BDUL,URAVR,17.0
BDUL,URBL,17.0
BDUL,URBR,17.0
BDUL,URXL,18.0
BDUL,URXR,12.0
BDUL,URYDL,15.0
BDUL,URYDR,15.0
BDUL,URYVL,17.0
BDUL,URYVR,17.0
BDUL,VA01,18.0
BDUL,VA02,20.0
BDUL,VA03,20.0
BDUL,VA04,20.0
BDUL,VA05,20.0
BDUL,VA06,20.0
BDUL,VA07,20.0
BDUL,VA08,20.0
BDUL,VA09,20.0
BDUL,VA10,20.0
BDUL,VA11,20.0
BDUL,VA12,20.0
BDUL,VB01,20.0
BDUL,VB02,19.0
BDUL,VB03,20.0
BDUL,VB04,20.0
BDUL,VB05,20.0
BDUL,VB06,20.0
BDUL,VB07,20.0
BDUL,VB08,20.0
BDUL,VB09,20.0
BDUL,VB10,20.0
BDUL,VB11,20.0
BDUL,VC01,19.0
BDUL,VC02,19.0
BDUL,VC03,19.0
BDUL,VC04,19.0
BDUL,VC05,19.0
BDUL,VD01,18.0
BDUL,VD02,19.0
BDUL,VD03,19.0
BDUL,VD04,19.0
BDUL,VD05,19.0
BDUL,VD06,19.0
BDUL,VD07,19.0
BDUL,VD08,19.0
BDUL,VD09,19.0
BDUL,VD10,19.0
BDUL,VD11,19.0
BDUL,VD12,19.0
BDUL,VD13,19.0
BDUR,CEPDL,18.0
BDUR,CEPDR,12.0
BDUR,CEPVL,18.0
BDUR,CEPVR,18.0
BDUR,DA01,17.0
BDUR,DA02,17.0
BDUR,DA03,17.0
BDUR,DA04,17.0
BDUR,DA05,17.0
BDUR,DA06,17.0
BDUR,DA07,17.0
BDUR,DA08,17.0
BDUR,DA09,17.0
BDUR,DB01,17.0
BDUR,DB02,13.0
BDUR,DB03,17.0
BDUR,DB04,17.0
BDUR,DB05,17.0
BDUR,DB06,17.0
BDUR,DB07,17.0
BDUR,DD01,17.0
BDUR,DD02,17.0
BDUR,DD03,17.0
BDUR,DD04,17.0
BDUR,DD05,17.0
BDUR,DD06,17.0
BDUR,DVA,17.0
BDUR,DVB,18.0
BDUR,DVC,17.0
BDUR,FLPL,18.0
BDUR,FLPR,18.0
BDUR,HSNL,18.0
BDUR,HSNR,18.0
BDUR,IL1DL,16.0
BDUR,IL1DR,16.0
BDUR,IL1L,16.0
BDUR,IL1R,16.0
BDUR,IL1VL,16.0
BDUR,IL1VR,14.0
BDUR,IL2DL,15.0
BDUR,IL2DR,15.0
BDUR,IL2L,15.0
BDUR,IL2R,15.0
BDUR,IL2VL,15.0
BDUR,IL2VR,13.0
BDUR,LUAL,18.0
BDUR,LUAR,18.0
BDUR,OLLL,16.0
BDUR,OLLR,18.0
BDUR,OLQDL,16.0
BDUR,OLQDR,16.0
BDUR,OLQVL,18.0
BDUR,OLQVR,18.0
BDUR,PDA,17.0
BDUR,PDB,19.0
BDUR,PDEL,21.0
BDUR,PDER,21.0
BDUR,PHAL,17.0
BDUR,PHAR,17.0
BDUR,PHBL,18.0
BDUR,PHBR,18.0
BDUR,PHCL,21.0
BDUR,PHCR,21.0
BDUR,PLML,19.0
BDUR,PLMR,19.0
BDUR,PLNL,21.0
BDUR,PLNR,21.0
BDUR,PQR,19.0
BDUR,PVCL,18.0
BDUR,PVCR,18.0
BDUR,PVDL,22.0
BDUR,PVDR,22.0
BDUR,PVM,20.0
BDUR,PVNL,20.0
BDUR,PVNR,20.0
BDUR,PVPL,17.0
BDUR,PVPR,17.0
BDUR,PVQL,17.0
BDUR,PVQR,17.0
BDUR,PVR,17.0
BDUR,PVT,17.0
BDUR,PVWL,19.0
BDUR,PVWR,19.0
BDUR,RIAL,15.0
BDUR,RIAR,15.0
BDUR,RIBL,17.0
BDUR,RIBR,17.0
BDUR,RICL,18.0
BDUR,RICR,18.0
BDUR,RID,15.0
BDUR,RIFL,18.0
BDUR,RIFR,18.0
BDUR,RIGL,17.0
BDUR,RIGR,17.0
BDUR,RIH,17.0
BDUR,RIML,17.0
BDUR,RIMR,17.0
BDUR,RIPL,15.0
BDUR,RIPR,17.0
BDUR,RIR,17.0
BDUR,RIS,17.0
BDUR,RIVL,17.0
BDUR,RIVR,17.0
BDUR,RMDDL,15.0
BDUR,RMDDR,13.0
BDUR,RMDL,15.0
BDUR,RMDR,17.0
BDUR,RMDVL,15.0
BDUR,RMDVR,13.0
BDUR,RMED,15.0
BDUR,RMEL,15.0
BDUR,RMER,15.0
BDUR,RMEV,17.0
BDUR,RMFL,18.0
BDUR,RMFR,18.0
BDUR,RMGL,17.0
BDUR,RMGR,17.0
BDUR,RMHL,18.0
BDUR,RMHR,18.0
BDUR,SAADL,15.0
BDUR,SAADR,13.0
BDUR,SAAVL,17.0
BDUR,SAAVR,17.0
BDUR,SABD,17.0
BDUR,SABVL,18.0
BDUR,SABVR,18.0
BDUR,SDQL,20.0
BDUR,SDQR,20.0
BDUR,SIADL,17.0
BDUR,SIADR,17.0
BDUR,SIAVL,17.0
BDUR,SIAVR,17.0
BDUR,SIBDL,17.0
BDUR,SIBDR,17.0
BDUR,SIBVL,17.0
BDUR,SIBVR,17.0
BDUR,SMBDL,16.0
BDUR,SMBDR,14.0
BDUR,SMBVL,15.0
BDUR,SMBVR,13.0
BDUR,SMDDL,17.0
BDUR,SMDDR,17.0
BDUR,SMDVL,15.0
BDUR,SMDVR,13.0
BDUR,URADL,17.0
BDUR,URADR,11.0
BDUR,URAVL,17.0
BDUR,URAVR,17.0
BDUR,URBL,17.0
BDUR,URBR,17.0
BDUR,URXL,18.0
BDUR,URXR,12.0
BDUR,URYDL,15.0
BDUR,URYDR,15.0
BDUR,URYVL,17.0
BDUR,URYVR,17.0
BDUR,VA01,18.0
BDUR,VA02,20.0
BDUR,VA03,20.0
